base_spirits,name,url,name_words,description,image,ingredients,Length
['brandy'],metropolitan,https://www.thespruceeats.com/metropolitan-cocktail-recipe-759325,['metropolitan'],"The Metropolitan sounds and looks like a classic cocktail, one as old as the Manhattan or Martinez, and it is often called a Brandy Manhattan or a Harvard, though those tend to skip the syrup. A Metropolitan recipe appears in the 1935 The Old Waldorf-Astoria Bar Book, but it calls for 2/3 Manhattan bitters (obsolete, possibly similar to Amer Picon) and 1/3 vermouth. While that sounds like an interesting mix, the more common brandy recipe has been noted with the year 1900. There are other cocktails that have taken the name ""Metropolitan."" Possibly the most popular is one made of Absolut Kurant Vodka, cranberry and lime juices, and (sometimes) triple sec. It is very similar to a Cosmopolitan and was created during the 1990's in New York City.",https://www.thespruceeats.com/thmb/z3UIYxxqFR-QjUKrI8wDY21oG34=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/metropolitan-cocktail-578d0a553df78c09e918e700.jpg,"['2 ounces brandy', '1 ounce sweet vermouth', '1/2 teaspoon simple syrup', '2 dashes Angostura bitters']",4
"['tequila', 'vodka']",mexi-tini,https://www.thespruceeats.com/mexi-tini-cocktail-recipe-761111,['mexi-tini'],"Vodka and tequila come together in a fruity martini recipe. The Mexi-tini is incredibly simple, requiring just three ingredients, and its orange flavor will bring a little sunshine to your day. The Mexi-tini recipe is courtesy of Van Gogh Vodka and it features the brand's Oranje Vodka. It focuses solely on the orange flavor rather than a citrus blend found in the more common citrus vodkas. That is a nice pairing for a good silver tequila, especially when backed up by fresh-squeezed orange juice. While it's not a light cocktail, it does make a nice brunch drink and it's a fun addition to spring parties, including Cinco de Mayo.",https://www.thespruceeats.com/thmb/kcp2hJGaW38xHkf7cnWbJXoqsT4=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Mexi_tini-56a174153df78cf7726ac61a.jpg,"['1 1/2 ounces orange vodka (Van Gogh Oranje)', '1 1/2 ounces tequila', '1/2 ounce orange juice', 'Garnish: orange slice']",4
"['gin', 'rum', 'vodka']",miami iced tea,https://www.thespruceeats.com/miami-iced-tea-cocktail-761112,"['miami', 'iced', 'tea']","Take a departure from the Long Island iced tea and travel down the coast for a Miami iced tea. It follows the Long Island's formula of five liquors with a little sour mix and soda. Yet, it has a few extra changes not found in the other ""iced teas."" In this fruitier version, the tequila takes a hike and peach schnapps is brought in. The recipe also adds cranberry juice, just like the Long Beach tea. To finish it off, this drink prefers a more refreshing lemon-lime soda instead of cola. It all comes together in spectacular fashion and the Miami iced tea is a great drink for hot summer days.",https://www.thespruceeats.com/thmb/hx0c47lXqDjzYHVmKyl9yPoUYwU=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/MiamiIcedTea-86525165-56a171b33df78cf7726ab30f.jpg,"['1/2 ounce vodka', '1/2 ounce light rum', '1/2 ounce gin', '1/2 ounce peach schnapps', '1/2 ounce triple sec', '1 ounce sour mix', '1 ounce cranberry juice', 'Splash of lemon-lime soda']",8
['beer'],michelada,https://www.thespruceeats.com/spicy-michelada-mexican-beer-recipe-759731,['michelada'],"It's hard to resist a michelada, the popular beer mixed drink that is based on the classic chelada. This recipe requires very little effort, a few common kitchen ingredients, and it has a great spicy kick that's perfect for your favorite Mexican beer. Essentially, the michelada is simply a way to spice up beer. From the hot sauce to the beer, the entire drink can be customized to fit your taste. In that way, it's much like the bloody Mary. The key to a great michelada is finding a good balance; take it easy on each of the ingredients and add more as needed. After a couple of rounds, you will find the perfect mix for you. The best part of the michelada is that it's likely you have everything you need right there in the kitchen. This makes it one of the easiest drinks to mix up at home. Of course, there are a few bottled micheladas available, but they don't match up to the customization that this drink deserves.",https://www.thespruceeats.com/thmb/C4H_ZLGXM1PTlLTddaro6op5LkQ=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/spicy-michelada-mexican-beer-recipe-759731-12-5b3fd50e46e0fb003717edf0.jpg,"['1 ounce lime juice', '3 dashes hot sauce (Tabasco)', '3 dashes soy sauce', '2 dashes Worcestershire sauce', 'Ground pepper to taste', '12 ounces Mexican beer', 'Garnish: lime slice']",7
['vodka'],midnight martini,https://www.thespruceeats.com/midnight-martini-recipe-761113,"['midnight', 'martini']","The Midnight Martini is an interestingly simple cocktail that--when deeper-colored liqueurs are used--looks as dark as midnight. Try this one out with Van Gogh's Espresso or Double Espresso Vodka or Three Olives Triple Shot Espresso, though do be warned that all of them have quite the caffeine kick. You can add cinnamon syrup as an optional ingredient to the original recipe for two reasons: cinnamon is a great compliment to coffee and it gives the drink a little something extra. Cinnamon syrup is very easy to make yourself and it's a great addition to regularly stock in both the bar and kitchen because it's an ingredient that can be used to enhance many different recipes, even if that's just your morning cup of coffee. If you prefer, use another flavored syrup to customize the martini to your own taste. Midnight Martinis are also often served as a shooter--just shake, strain into a shot glass and go for it.",https://www.thespruceeats.com/thmb/fVh3QtBEsN5BpoKCjhuxz2GEQYA=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/GettyImages-680172236-5bca3106c9e77c0051b6636c.jpg,"['1 1/2 ounces espresso or coffee vodka', '1/2 ounce coffee liqueur', 'Optional: 1/4 ounce cinnamon syrup', 'Garnish: lemon twist']",4
['creme de menthe'],midnight snowstorm,https://www.thespruceeats.com/midnight-snowstorm-cocktail-recipe-759732,"['midnight', 'snowstorm']","This recipe for a Midnight Snowstorm is very similar to a Hot Peppermint Patty, using creme de menthe in place of the harsher peppermint schnapps. This substitution leaves the minty chocolate flavor but does so in a very smooth and creamy way. Use white creme de menthe inside the drink and add green creme de menthe on top of the whipped cream for a little color.",https://www.thespruceeats.com/thmb/MmGUE4hgMPkIvB2OdxwNuTOh3js=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/507850193-565997633df78c6ddf4e1f92.jpg,"['2 ounces white creme de menthe', '5 ounces hot chocolate (or as needed)', '1/2 ounce green creme de menthe', 'Dollop of whipped cream']",4
['whiskey'],mile high manhattan,https://www.thespruceeats.com/mile-high-manhattan-cocktail-recipe-761471,"['mile', 'high', 'manhattan']","While it is not really a Manhattan in the traditional sense, the Mile High Manhattan is a loose interpretation of the classic whiskey cocktail made with Maker's Mark. Though there is no vermouth and the recipe resembles its namesake in whiskey alone, it is just as alluring. The recipe is simple and elegant. The bourbon is accented with the sweet flavors of vanilla and orange. It's then finished off with a hint of anise. The result is a dynamic drink that has a slight herbal spice to contrast the sweetness. The trick to this cocktail is to be very gentle with the anise liqueur. Just a few drops will do because it is meant to accentuate the drink much in the way bitters are typically used. It is easy to add too much anise, so take it slow.",https://www.thespruceeats.com/thmb/mvRsO2Ud3fAoFHgRE3dTcFLooAI=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/MileHighManhattanCocktail-GettyImages-89804127-56a175385f9b58b7d0bf7522.jpg,"[""2 ounces bourbon whiskey (Maker's Mark)"", '1/2 ounce vanilla liqueur', '1/2 ounce orange liqueur (Grand Marnier)', '3 or 4 drops of anise liqueur']",4
['benedictine'],milk and honey,https://www.thespruceeats.com/milk-and-honey-cocktail-recipe-759733,"['milk', 'and', 'honey']","This cocktail is so simple and so delicious that it should not be missed. The Milk & Honey uses only Benedictine and milk, but it can be served in two different ways - either cold or warm - depending on your mood. Both are great ways to enjoy the full flavor of the liqueur in a unique and easy way and it makes a soothing winter drink. If you are going for the warm version you will want to be sure to heat your milk slowly and  gently and stir constantly so it doesn't curdle.",https://www.thespruceeats.com/thmb/URA93-fLaK6VsbdVbxn0n1OcGeY=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/milk_honey-56a16f823df78cf7726a9edc.jpg,"['1 1/2 ounces Benedictine', '6 ounces milk (or enough to top off a mug)', 'Garnish: slice of orange', 'Garnish: cinnamon']",4
['gin'],million dollar cocktail,https://www.thespruceeats.com/million-dollar-cocktail-759736,"['million', 'dollar', 'cocktail']","The million dollar cocktail is a fantastic drink in a true classic style. It adds a bit of pineapple to a combination of gin, sweet vermouth, and egg white and it's a fabulous blast from the past! This recipe appeared in Harry Craddock's famous ""Savoy Cocktail Book"" which was printed in 1930 and specified Plymouth Gin. The drink seems to date to the 1920s, though, and there are two opposing stories about its creation. One credits Ngiam Tong Boon, a Singapore bartender of the early 20th century who created the famous Singapore sling. The other says it was the brainchild of Louis Eppinger who created the bamboo cocktail and made his mark on the bartending scene while working at the Grand Hotel in Yokohama, Japan. Most cocktail historians lean toward the Eppinger story today. No matter who created it, the million dollar cocktail is a great drink. It doesn't cost much to make it, but you will enjoy a very luxurious experience!",https://www.thespruceeats.com/thmb/t1_UIVZDGc0mREq1rFUsOyhqhZ8=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/MillionDollarCocktail-GettyImages-642213782-cb175cbb98a143a1aeb28e656f4c5b29.jpg,"['2 ounces gin', '1 ounce sweet vermouth', '1/2 ounce pineapple juice', '1 egg white', '1 teaspoon grenadine']",5
['whiskey'],millionaire,https://www.thespruceeats.com/millionaire-cocktail-recipe-761472,['millionaire'],"If you're looking for a Millionaire cocktail, you may get confused by all of the variations. This recipe is one of the two popular versions, the other being a rum, brandy, and sloe gin mix typically referred to as a Millionaire Cocktail No. 1 and both are excellent classic cocktails that you should consider trying. This Millionaire is a tempting mix of whiskey, orange, grenadine and raspberry with a wonderfully soothing texture that makes it a great dessert drink.",https://www.thespruceeats.com/thmb/9U2Iln5zm-hdtvU-69VMF-4mnro=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/MillionaireCocktail-88176679-5c5d940ec9e77c0001d92af2-5c5d94ea46e0fb00017dd0db.jpg,"['2 ounces rye or bourbon whiskey', '1 ounce orange curacao', '1 teaspoon grenadine', '1 teaspoon creme de framboise liqueur', '1 egg white']",5
['brandy'],millionaire cocktail no. 1,https://www.thespruceeats.com/millionaire-cocktail-no-1-recipe-759448,"['millionaire', 'cocktail', 'no', '1']","The millionaire cocktail is a classic drink that has stood up to the tests of time and been adapted into many forms. This recipe is the original millionaire cocktail no. 1 from Harry Cradock's 1930 ""Savoy Cocktail Book"". The drink is a lovely mix of sloe gin, apricot brandy, and Jamaican rum with a hint of sweet and sour. There are quite a few different recipes that specify brands and change the ratio. You may also come across the whiskey-based millionaire, which can lead to some confusion.  Both are nice drinks, though, and you might end up with a preference for one over the other. You'll never know unless you try them both!",https://www.thespruceeats.com/thmb/qOUltBYCz-iXBkQw9zqQ5Fbj-hA=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/millionaire-cocktail-1-56a170363df78cf7726aa61e.jpg,"['3/4 ounce sloe gin', '3/4 ounce apricot brandy', '3/4 ounce rum (Jamaican)', 'Dash grenadine', '1/2-1 ounce lime juice']",5
['champagne'],mimosa,https://www.thespruceeats.com/great-mimosa-recipe-759734,['mimosa'],"The Mimosa is a simple, yet delightful drink that makes an excellent brunch cocktail. It is one of the most popular Champagne cocktails and the recipe is unbelievably easy. The basic Mimosa requires just three ingredients: triple sec, orange juice, and Champagne. Since the sparkling wine is added last, it does the mixing for you so there's no need to give it a stir. It's a fabulous 'pour and drink' cocktail that makes entertaining a breeze.",https://www.thespruceeats.com/thmb/ZtcwWpdFUC3bLwvwzl0qb1xIadM=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/great-mimosa-recipe-759734-9-5b3fd5a1c9e77c0037e353b6.jpg,"['1/2 ounce orange liqueur (triple sec)', '1 1/2 ounces orange juice (fresh)', '3 1/2 ounces Champagne (chilled)', 'Garnish: orange slice']",4
['vodka'],mint chocochata martini,https://www.thespruceeats.com/mint-chocochata-martini-recipe-759104,"['mint', 'chocochata', 'martini']","This stunning green cocktail is quite simple, made of RumChata, your favorite chocolate vodka, and green creme de menthe. By using a vodka for the chocolate flavoring, it breaks up the creaminess that is often too overbearing in many dessert martinis that you will find.",https://www.thespruceeats.com/thmb/C3JvipCZcNcHihaqoa2mF01FK-U=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/RumChata-Mint-ChocoChata-Martini-58a4ada53df78c4758ce3ef5.jpg,"['2 parts RumChata Cream Liqueur', '1 part chocolate vodka', '1/2 part green creme de menthe']",3
['whiskey'],mint julep,https://www.thespruceeats.com/classic-mint-julep-recipe-759323,"['mint', 'julep']","The mint julep is an iconic bourbon cocktail that you definitely don't want to miss! Drinks that are this popular can sometimes seem difficult to make, but this recipe is actually incredibly easy. Anyone can pull off a great mint julep at home and you only need three ingredients! If you are even remotely aware of the American horse racing scene, you know that the mint julep is the traditional drink of the Kentucky Derby. On the first Saturday of May, some 80,000 juleps are served at Churchill Downs in Louisville and countless more are enjoyed by fans watching the race throughout the country. Traditionally, mint juleps are served in silver or pewter cups and held by the handle or rim in order for the cup to maintain optimum frost. They work just as well in any tall glass. Beyond the bourbon, sugar, and mint, the only other requirement for this drink is crushed ice. Any other form of ice will not create the same effect, so take the time to create a nice mound of crushed ice before mixing this cocktail.",https://www.thespruceeats.com/thmb/Z0AtIw6Zm-nbIu47FeGiLtCGcSg=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/mint-julep-5a8f3423a9d4f90036dfdc54.jpg,"['4 to 5 mint sprigs (leaves only)', '2 sugar cubes (or 1/2 ounce simple syrup)', '2 1/2 ounces bourbon whiskey', 'Garnish: mint sprig']",4
['vodka'],mistletoe martini,https://www.thespruceeats.com/mistletoe-martini-recipe-761116,"['mistletoe', 'martini']","While the Mistletoe Martini might not have the same effect as mistletoe hanging from the ceiling, it is a fantastic holiday cocktail. The mix is nice and simple: grab your favorite vodka, chilled cranberry tea, orange and lemon juices, and a little sugar. Shake, pour and enjoy. Tip: If you plan to make quite a few of these cocktails, steep a large pot of tea to begin with so that it's ready for the next round of drinks.",https://www.thespruceeats.com/thmb/0VJqTaA2kYVmMRZAdwRy5M2sKkc=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Mistletoe-Martini-571b8d213df78c56400871d6.jpg,"['2 ounces vodka', '2 ounces orange juice', '3 ounces cranberry tea (chilled)', '3/4 ounce lemon juice', '3 teaspoon sugar']",5
['vodka'],mochatini,https://www.thespruceeats.com/mochatini-cocktail-recipe-761118,['mochatini'],"Mocha lovers will fall for this fabulous vodka martini. The mochatini has all the flavors that make a mocha latte spectacular, including chocolate and coffee with a hint of vanilla. It's a fantastic afternoon cocktail and may soon become your new favorite. There's no need to brew coffee for this cocktail. Instead, it uses a coffee liqueur, which is paired with your favorite chocolate liqueur as well as a vanilla vodka. The three ingredients come together wonderfully and the recipe really could not get any easier!",https://www.thespruceeats.com/thmb/1DqfSpLpP6OnCL_Q_hjbaLPUFNY=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/GettyImages-130327735-581ca0673df78cc2e86dac31.jpg,"['1 1/2 ounces coffee liqueur', '1 1/2 ounces vanilla vodka (Absolut Vanilia)', '3/4 ounce chocolate liqueur', 'Garnish: white chocolate and sugar for rimming']",4
['rum'],mojito,https://www.thespruceeats.com/mojito-cocktail-recipe-759319,['mojito'],"The Mojito has risen in the ranks to become one of the most popular cocktails. It is a simple and delightful drink that should be on every drinker's list of cocktails that must be tasted. As with many of the best cocktails, the Mojito is easy to make. It requires just a handful of ingredients, most of which are fresh and may even be right there in your kitchen. The Mojito is the perfect beginner's drink, even for those without a fully stocked bar. Rum, mint, and lime are the essential elements for a great Mojito. The lime and mint should be fresh and the rum should be your favorite top-shelf light rum. A muddler and a stirring spoon are the only tools required and in a matter of minutes, you will have one of the freshest cocktails imaginable.",https://www.thespruceeats.com/thmb/SoTswmBSV9xR8VGtxhBcbWNL6d4=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/mojito-5a8f339fba61770036ec61d8.jpg,"['2 ounces light rum', '2 teaspoons sugar', '6 to 8 fresh mint leaves', 'Splash club soda', '1 lime (cut into two halves)', 'Garnish: mint sprig']",6
['gin'],monkey gland,https://www.thespruceeats.com/monkey-gland-cocktail-recipe-759322,"['monkey', 'gland']","Of all the drinks in the world, the monkey gland can quickly become a favorite. It's a little tricky, but if you get the balance of flavor right, this classic cocktail with a sordid history that explains its unusual name is phenomenal! The sweetened combination of gin, orange juice, and grenadine makes a really nice drink. It's only with the hint of absinthe that the drink becomes truly interesting. Most recipes for the monkey gland suggest a splash of absinthe or one of its many substitutes, but there's something to the subtlety of rinsing the glass. This creates a nice, fruity cocktail with the slightest taste of anise as a contrast and the aroma itself is intoxicating and delightful.",https://www.thespruceeats.com/thmb/4ePprxzSPSqIjVxAX4A2Ulsq0RY=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/monkey-gland-cocktail-recipe-7593220-hero-5beae93646e0fb002d6e671c.jpg,"['2 ounces gin', '1 ounce orange juice', '1/4 ounce grenadine', 'Dash of absinthe', 'Garnish: orange slice']",5
['brandy'],morning glory,https://www.thespruceeats.com/morning-glory-cocktail-recipe-759449,"['morning', 'glory']","The Morning Glory is a classic cocktail with attitude. This recipe is adapted from the 1887 edition of Jerry Thomas' Bar-Tenders Guide in which sugar syrup replaces gum syrup and the brandy becomes more specific with Cognac. The cocktail is a wonderful mix of flavors that span the spectrum but can easily become unbalanced if too much of one ingredient is used, especially if there is an overload of absinthe, so measuring is key.",https://www.thespruceeats.com/thmb/gv_WrIM9_gzMzlKv5nNYGGq8xDo=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/MorningGlory-87252525-5762c5b55f9b58f22edc32f1.jpg,"['1 ounce rye whiskey', '1 ounce cognac', '1 teaspoon curacao', '1 teaspoon simple syrup', '1 teaspoon absinthe', '2 dashes Angostura bitters', '1 ounce club soda (or more to fill glass)', 'Garnish: lemon twist']",8
['vodka'],moroccan cocktail,https://www.thespruceeats.com/charbay-moroccan-cocktail-recipe-761025,"['moroccan', 'cocktail']","The Moroccan cocktail is an intriguing pomegranate drink that you definitely won't want to miss. It pairs the sweet taste of the fruit with a hint of cardamom spice. This cocktail is a wonderful fruity vodka martini for the winter months and is a great choice for dinner or brunch. Thie recipe comes from Domaine Charbay and is designed to feature their amazing pomegranate vodka. The sweetener is a cardamom-infused simple syrup, which you can make at home or buy from producers like Pink House Alchemy. It gives the cocktail an interesting spice flavor that contrasts the fruit very nicely.",https://www.thespruceeats.com/thmb/zgcMz1Y9jvCCIFupROZSpNw_HfE=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Charbay-Moroccan-Cocktail-56a173035f9b58b7d0bf618d.jpg,"['2 ounces pomegranate vodka (Charbay)', '1/2 ounce cardamom simple syrup', '1/2 ounce lemon juice', '1/2 ounce pomegranate puree (or juice)']",4
['vodka'],moscow mule,https://www.thespruceeats.com/moscow-mule-recipe-759741,"['moscow', 'mule']","The Moscow mule is a refreshing and easy vodka cocktail featuring ginger beer. It has a snappy spice that is unique, refreshing, and invigorating; it's utterly spectacular in its simplicity. The recipe dates to around World War II and has seen a massive resurgence in popularity in recent years. It's a wonderful drink that is perfectly casual, so it's great for any occasion--from happy hour to a party. After one taste, you'll find out why it's one of the hottest bar drinks throughout the world. This is also one of the easiest drinks you can make. The original Moscow mule requires just three easy-to-find ingredients--vodka, ginger beer, and lime--and it's fun to find a combination that's customized to your personal taste. Beyond that, it's a great base for new recipes that are just as exciting as the original.",https://www.thespruceeats.com/thmb/zYgW6lPvqJOAcAmiX-RgUkvsh8M=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/moscow-mule-recipe-759741-4954_preview-5b05f337a9d4f90037049df0.jpeg,"['2 ounces vodka', '1 ounce lime juice (fresh)', '4 ounces ginger beer (or enough to fill)', 'Garnish: lime wedge']",4
['rum'],mound bar,https://www.thespruceeats.com/mound-bar-cocktail-recipe-760544,"['mound', 'bar']",Chocolate and coconut together have long been a favorite indulgence and this hot drink mimics one of the most famous candy bars with that mix. The Mounds Bar cocktail does a fairly good job at complementing the candy bar and is very simple. If you like the Mounds Bar dark chocolate I highly recommend taking the extra time to make hot chocolate the old-fashioned way. This will result in a richer chocolate base that the coconut rum will compliment beautifully.,https://www.thespruceeats.com/thmb/YmRFGs6UyoC4JW_4Zag8Ra3nYvE=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/MoundBar-168012808-56a172173df78cf7726ab69d.jpg,"['2 ounces coconut rum', '6 ounces hot chocolate (or enough to top off mug)', 'Garnish: whipped cream']",3
['tequila'],mrs. claus' wildside punch,https://www.thespruceeats.com/mrs-claus-wildside-punch-760850,"['mrs', 'claus', 'wildside', 'punch']","Mrs. Claus' wildside punch is a fun and delicious holiday party punch with a little tequila inside. It's definitely not your average Christmas drink, so it's sure to grab some attention at your gathering. The festive flavor of this punch comes from a combination of cranberry and pomegranate juices. It was created to feature X-Rated Fusion, a pretty pink liqueur with the flavor of blood orange, mango, and passion fruit. Add some tequila and it's all set! Possibly the best part--besides the amazing fruit flavor--is that everything is poured in equal amounts, so it can be quickly adapted to parties large and small.",https://www.thespruceeats.com/thmb/o81rxFblksPqcvokLa3IVOemvPE=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/MrsClausWildsidePunch-153936419-56a172b95f9b58b7d0bf5fe9.jpg,"['25 ounces X-Rated Fusion liqueur', '25 ounces blanco tequila (Cabo Wabo)', '25 ounces pomegranate juice', '25 ounces cranberry juice', 'Garnish: lime twists']",5
['vodka'],muddled rebuttal,https://www.thespruceeats.com/muddled-rebuttal-cocktail-recipe-761119,"['muddled', 'rebuttal']","The muddled rebuttal is a fantastic slightly sweet, slightly sour mixed drink. Essentially, it's a vodka lemonade with a raspberry muddle. The recipe was created for Grey Goose Vodka during the 2008 election season. It's a great addition to an election night party drink menu or any time you simply want a really good, fresh fruit vodka cocktail. Le Citron is Grey Goose's citrus-flavored vodka and it pairs very well against the fresh raspberries and lemonade. To make this drink really stand out, take the time to make fresh-squeezed lemonade. It's incredibly simple and requires nothing more than lemon juice, sugar, and water. Best of all, you can customize the sweet and sour flavors to perfectly suit your own taste.",https://www.thespruceeats.com/thmb/E5z3SJkvt9LUVh3xw2IS__QVn8g=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/pink-drink-580d17d73df78c2c7330c0e4.jpg,"['5 raspberries', '1 teaspoon sugar', '1 1/2 ounces citrus vodka (Grey Goose Le Citron)', '4 ounces lemonade (or enough to fill the glass)', 'Garnish: lemon wedge']",5
['vodka'],mudslide,https://www.thespruceeats.com/mudslide-cocktail-recipe-761120,['mudslide'],"The mudslide is a very popular cocktail that can be served on the rocks or blended into a boozy milkshake. Both are delicious and incredibly easy to make and this may just become one of your new favorite drinks. You'll notice many similarities between the mudslide and the white Russian. They're both tasty vodka lowballs, though the mudslide opts for Irish cream rather than standard dairy cream. This gives it a slightly lighter touch, but it's also a bit more potent. Just like the white Russian, Kahlua is the coffee liqueur that is most commonly used and Bailey's is the popular Irish cream of choice. That said, there are great alternatives to both brands. Beyond the rocks and blended versions, you may also see this drink made without the vodka or with the glass filled with milk or cream. This last variation would, essentially, return you to the White Russian recipe, but drinkers often use different names for the same drink.",https://www.thespruceeats.com/thmb/PbpGX9IOkEdXyN-IvFt4GBsYUR4=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/mudslide-cocktail-recipe-761120-8-5b3fcbee46e0fb003793f9b6.jpg,"['1 ounce vodka', '1 ounce coffee liqueur', '1 ounce Irish cream liqueur']",3
['pama'],mulled pomegranate warmer,https://www.thespruceeats.com/mulled-pomegranate-warmer-759742,"['mulled', 'pomegranate', 'warmer']","As a fruity recipe for Mulled Wine (a holiday classic), the Mulled Pomegranate Warmer adds a touch of one of winter's seasonal fruits to the warm drink. This particular recipe makes 8-10 servings, perfect for serving during holiday gatherings and parties. Put the ingredients together ahead of time, leave it on the stove at a very low heat and allow guests to help themselves whenever they need to top off their drinks.",https://www.thespruceeats.com/thmb/t69dvIqkT5zQLKJ4QVkUqO0w7fU=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/MulledPomWarmer-122012026-56a170a53df78cf7726aaa05.jpg,"['1 cup PAMA Pomegranate Liqueur', '4 lemons, sliced', '2 oranges, sliced', '1/2 teaspoon ground nutmeg', '12 whole cloves', '4 cinnamon sticks', '2 cups sugar', '1 1/4 cup water', '2 bottles red wine (Cabernet Sauvignon, Zinfandel, Merlot)']",9
['rum'],naked lady,https://www.thespruceeats.com/naked-lady-cocktail-760545,"['naked', 'lady']","All of the elements of a great tasting cocktail are inside Bacardi Rum's Naked Lady. Your sweet comes from the rum and grenadine, the sour from the apricot and lemon and the aromatics of the vermouth. The result is a delicious cocktail that will turn heads.",https://www.thespruceeats.com/thmb/JC4obQLFq7skioOEhnXmbN5OECQ=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/naked-lady-cocktail-760545-06-12-5bd9c37fc9e77c005238510a.jpg,"['1 1/2 ounces rum (Bacardi Superior)', '1 1/2 ounces sweet vermouth (Noilly Prat Rouge)', '1/3 ounce apricot brandy', '1/3 ounce grenadine', '1/3 ounce lemon juice (freshly squeezed)', 'Garnish: lemon zest', 'Cubed ice']",7
['gin'],napoleon,https://www.thespruceeats.com/napoleon-cocktail-recipe-759746,['napoleon'],"The Napoleon cocktail is a classic drink recipe that is simple, lovely, and adds a nice touch to an elegant dinner. It's reminiscent of the gin martini, though it skips the vermouth. Instead, it relies on Dubonnet Rouge, a red wine aperitif that's slightly sweet, gently bitter, and flavored with quinine and spices. While it is delicious all on its own, mixing Dubonnet with gin and Grand Mariner offers a fabulous taste experience. The soft hint of sweet orange from Grand Marnier adds balance and versatility to this cocktail. Not only is it a great before dinner drink, but it can also pair well with any course within a meal, and even has a sweetness that makes it work well for dessert.",https://www.thespruceeats.com/thmb/XTDw_VkG_XA3BJhI3JU3egx3O0k=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Napoleon-Cocktail-56a172555f9b58b7d0bf5ca0.jpg,"['2 ounces gin', '1/2 ounce orange liqueur (Grand Mariner)', '1/2 ounce Dubonnet Rouge']",3
['vodka'],natural vanilla martini,https://www.thespruceeats.com/natural-vanilla-martini-761202,"['natural', 'vanilla', 'martini']","This flavored martini is one of the easiest ways to enjoy a sweet vanilla flavor in a neat drink. The vanilla martini gets its flavoring from a vanilla liqueur, which is not the most common on liquor store shelves. Originally, this martini from Belvedere Vodka featured Navan, a naturally flavored vanilla liqueur that was utterly delicious. It has since been discontinued, much to the dismay of its many loyal fans, so a substitute is required. Tuaca, Bols Vanilla, and Galliano are all viable vanilla liqueurs and each will make a great vanilla martini. You might also try Brinley Gold Shipwreck Vanilla Rum, which has a flavor that is surprisingly reminiscent of what Navan offered. When you find a great vanilla spirit and pair it with a smooth vodka such as Belvedere, a wonderful cocktail is born. The lime juice is included to offset the sweetness and add a welcomed splash of citrus flavor.",https://www.thespruceeats.com/thmb/W94bTXka0eJxIUGIwNXQ407e2b0=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/NAVAN_NatVanillaMartini-56a16f585f9b58b7d0bf4163.jpg,"['1 1/2 ounces vanilla liqueur', '1 1/2 ounce vodka (Belvedere)', '1 squeeze of lime']",3
